id,name,altName,caloriesPer100g,proteinPer100g,carbsPer100g,fatPer100g,source
dost-610,"Banana, latundan","Saging, latundan",105,1.2,24.4,0.3,DOST PH
dost-611,"Banana, murado","Saging, murado",107,1.2,24.5,0.5,DOST PH
dost-612,"Banana, saba","Saging, saba",110,1.1,25.5,0.4,DOST PH
dost-613,"Banana, saba, boiled","Saging, saba, nilaga",159,1.2,38.6,0,DOST PH
dost-614,"Banana, ternate","Saging, ternate",134,0.9,31.6,0.4,DOST PH
dost-615,"Banana, tuldok","Saging, tuldok/tindok/tandok",99,1.1,23.3,0.2,DOST PH
dost-616,Bignay,Bugnay/Salamander tree fruit,35,0.7,6.3,0.8,DOST PH
dost-617,Bilimbi,Kamyas/Kamias/Kalamyas,23,0.7,4.5,0.2,DOST PH
dost-618,Black/Java plum,Duhat/Jambolan,71,0.8,16,0.4,DOST PH
dost-619,Barbados gooseberry,N/A,36,1,6.3,0.7,DOST PH
dost-620,Buri palm,Buli,75,0.7,17.8,0.1,DOST PH
dost-621,Calamansi/Philippine lemon,Kalamansi/Calamondin,44,0.4,8.3,1,DOST PH
dost-622,Canistel,Tiesa/Eggfruit,172,2.5,39.1,0.6,DOST PH
dost-623,Cashew fruit,Kasuy bunga,63,0.7,13.8,0.6,DOST PH
dost-624,Java apple,Makopa/Wax jambu/Wax apple,34,0.4,7.8,0.1,DOST PH
dost-625,Custard apple,Anonas/Bullock&#39;s heart,131,1.4,31,0.2,DOST PH
dost-626,Durian,N/A,163,2,36.1,1.2,DOST PH
dost-627,Velvet apple,Mabolo,88,0.6,20.8,0.3,DOST PH
dost-628,Grape,Ubas,83,0.4,19.7,0.3,DOST PH
dost-629,"Guava, red","Bayabas, pula",102,0.9,23.8,0.4,DOST PH
dost-630,"Guava, white","Bayabas, puti",70,0.8,16,0.3,DOST PH
dost-631,Jackfruit,Langka/Nangka,111,1.4,25.4,0.4,DOST PH
dost-632,Johey oak,Marang,128,1,30,0.4,DOST PH
dost-633,Jamaica cherry,Datiles/Aratiles,100,2,21.6,0.6,DOST PH
dost-634,Jujube Indian/Chinese date,Mansanitas,73,1,16.4,0.4,DOST PH
dost-635,Kaffir lime,Kabuyaw,42,0.6,7,1.3,DOST PH
dost-636,Kalumpit,Batangas cherry,77,1.3,17,0.4,DOST PH
dost-637,Lanzon,Lansones/Langsat,64,1,14.2,0.3,DOST PH
dost-638,Lemon,Limon,42,0.5,6.3,1.6,DOST PH
dost-639,Lemon peel,"Limon, balat",82,1.1,18.6,0.3,DOST PH
dost-640,Lime,Dayap/Key lime,50,0.8,6.3,2.4,DOST PH
dost-641,Lime peel,"Dayap, balat",121,3.4,26.5,0.2,DOST PH
dost-642,Lipoti,Lipote/Igot,77,0.7,12.9,2.5,DOST PH
dost-643,Lychee/Litchi,Lechiyas/Litsiyas,87,1.5,20.1,0.1,DOST PH
dost-644,Madras thorn,Camachile/Kamatsile/Manila tamarind,93,3.2,19.1,0.4,DOST PH
dost-645,Malay apple,Yambo,44,0.5,10,0.2,DOST PH
dost-646,Malay gooseberry,Iba/Karmay/Bangkiling/Tahitian gooseberry,40,0.8,7.7,0.7,DOST PH
dost-647,"Mango, Indian, unripe","Mangga, Indiyan, hilaw",53,0.3,12.5,0.2,DOST PH
dost-648,"Mango, Manila super, medium ripe","Mangga, kalabaw, manibalang",66,0.4,15.2,0.4,DOST PH
dost-649,"Mango, Manila super, ripe","Mangga, kalabaw, hinog",70,0.6,16.4,0.2,DOST PH
dost-650,"Mango, Manila super, unripe","Mangga, kalabaw, hilaw",63,0.5,14.9,0.2,DOST PH
dost-651,"Mango, paho, unripe","Mangga, paho/pahutan, hilaw",74,0.7,16.4,0.6,DOST PH
dost-652,"Mango, piko, medium ripe","Mangga, piko, manibalang",83,0.3,18.4,0.9,DOST PH
dost-653,"Mango, piko, ripe","Mangga, piko, hinog",80,0.7,18.9,0.2,DOST PH
dost-654,"Mango, piko, unripe","Mangga, piko, hilaw",69,0.5,15.8,0.4,DOST PH
dost-655,"Mango, supsupin, ripe","Mangga, supsupin, hinog",91,1.2,20.5,0.5,DOST PH
dost-656,Mangosteen,N/A,84,0.7,18.6,0.8,DOST PH
dost-657,Many-spiked flacourtia,Seryale/Bitangol/Governor&#39;s Plum,118,0.6,27.6,0.6,DOST PH
dost-658,Marmalade plum,Chico-mamey,113,1.2,26.4,0.3,DOST PH
dost-659,Melon,Milon,23,0.5,4.8,0.3,DOST PH
dost-660,"Melon, honey dew",N/A,42,0.3,9.5,0.3,DOST PH
dost-661,"Melon, watermelon",Pakwan,31,0.1,7.2,0.2,DOST PH
dost-662,"Orange, Ladu","Dalandan, Ladu",35,0.4,7.8,0.2,DOST PH
dost-663,"Orange, Szinkom","Dalandan, Szinkom",31,0.3,6.9,0.2,DOST PH
dost-664,"Papaya fruit, medium ripe",N/A,53,0.7,12,0.2,DOST PH
dost-665,"Papaya fruit, ripe",N/A,53,0.5,12.1,0.3,DOST PH
dost-666,Pear,Peras,57,0.4,12.6,0.6,DOST PH
dost-667,"Persimmon, kaki",Asian persimmon,86,0.4,19.7,0.6,DOST PH
dost-668,Philippine dillenia,Katmon,33,0.3,7.4,0.2,DOST PH
dost-669,Pineapple,Pinya,55,0.4,13,0.2,DOST PH
dost-670,Pomegranate,Granada,64,0.7,14.5,0.4,DOST PH
dost-671,Pomelo,Suha/Lukban,51,0.7,10.6,0.6,DOST PH
dost-672,Rambutan,N/A,87,1.2,18.6,0.9,DOST PH
dost-673,Rattan fruit,Alimuran,88,0.6,18.6,1.2,DOST PH
dost-674,Santol,Cotton fruit,67,0.7,13.8,1,DOST PH
dost-675,Sapodilla,Chico,108,0.5,24.5,0.9,DOST PH
dost-676,Sapote,Ebony persimmon,93,0.8,21.2,0.5,DOST PH
dost-677,Stinking passion flower fruit,Pasionaryang mabaho,62,0.6,13.7,0.5,DOST PH
dost-678,Stinking passion flower juice,"Pasionaryang mabaho, katas",56,0.8,11.8,0.6,DOST PH
dost-679,Soursop,Guyabano,70,1.1,16.2,0.1,DOST PH
dost-680,Spanish plum,Siniguwelas,88,0.9,20.6,0.2,DOST PH
dost-681,"Star apple, green","Kaymito, berde",74,0.7,15.3,1.1,DOST PH
dost-682,"Star apple, purple","Kaymito, murado",80,1.3,17.4,0.6,DOST PH
dost-683,Starfruit,Balimbing,39,0.5,7.7,0.7,DOST PH
dost-684,Strawberry,N/A,34,0.8,7.2,0.2,DOST PH
dost-685,Sugar apple/Sweetsop,Atis,104,1.3,23.7,0.4,DOST PH
dost-686,Sugar palm,Kaong,19,0.1,4.3,0.2,DOST PH
dost-687,"Sugar palm, boiled","Kaong, nilaga",13,0.1,2.8,0.2,DOST PH
dost-688,Susong-kalabaw,Carabao&#39;s teats,39,0.7,8.1,0.4,DOST PH
dost-689,"Tamarind, ripe","Sampalok, hinog",258,2,61.1,0.6,DOST PH
dost-690,"Tamarind, unripe","Sampalok, hilaw",77,0.9,17.7,0.3,DOST PH
dost-691,"Tamarind, unripe, boiled","Sampalok, hilaw, nilaga",30,0.7,6.6,0.1,DOST PH
dost-692,"Banana chips, salted",N/A,585,1.8,51.8,41.2,DOST PH
dost-693,"Banana chips, sweetn",N/A,568,1.5,61.6,35.1,DOST PH
dost-694,"Banana cracker, sweetn",N/A,509,2.1,62.8,27.7,DOST PH
dost-695,Banana fritter,"Maruya, saging",240,3,48.1,3.9,DOST PH
dost-696,"Banana, saba, mashed, w/ sugar & marg","Linupak, saging saba",204,1.4,41.4,3.6,DOST PH
dost-697,"Banana, saba, w/ sugar, fried",Banana cue,183,2,37.8,2.6,DOST PH
dost-698,"Banana, saba, w/ sugar, wrapped, fried","Turon, saging saba",259,2.4,48,6.4,DOST PH
dost-699,"Bilimbi, pickled","Kamias, buro",22,0.5,4.7,0.1,DOST PH
dost-700,"Cherry, in syrup, drnd",N/A,106,0.2,25.1,0.5,DOST PH
dost-701,"Date, dried",N/A,346,1.7,78.6,2.8,DOST PH
dost-702,Dikyam,N/A,246,1.9,56.1,1.6,DOST PH
dost-703,"Fruit cocktail, tropical, in syrup, cnd",N/A,103,0.2,25,0.2,DOST PH
dost-704,"Jujube Indian/Chinese date, dried","Mansanitas, tuyo",333,1.1,80.9,0.5,DOST PH
dost-705,"Mango chips, dried",N/A,365,1.6,87.3,1,DOST PH
dost-706,"Peach, in heavy syrup, cnd","Milokoton, hiniwa, may arnibal, nakalata",73,0.4,15.8,0.9,DOST PH
dost-707,"Pineapple, crushed, cnd",N/A,87,0.5,20.9,0.2,DOST PH
dost-708,"Pineapple, slice, cnd",N/A,119,0.4,27.5,0.8,DOST PH
dost-709,Prune,N/A,278,2.5,65.5,0.7,DOST PH
dost-710,Raisin,Pasas,340,3.5,78.9,1.1,DOST PH
dost-711,Dragon fruit,Pitaya,66,1,13.2,1,DOST PH
dost-712,"Kandis, flesh",N/A,65,0.3,14.9,0.5,DOST PH
dost-713,"Kandis, pulp",N/A,60,0.3,14.3,0.2,DOST PH
dost-714,"Libas fruit, ripe","Common hog plum fruit, ripe",51,0.8,11.7,0.1,DOST PH
dost-715,"Libas fruit, unripe","Common hog plum fruit, unripe",40,0.8,8.9,0.1,DOST PH
dost-716,Maraitum,N/A,92,0.5,22,0.2,DOST PH
dost-717,Palau-biyok,N/A,115,0.6,27.5,0.3,DOST PH
dost-718,Sapinit,Wild raspberry,76,1.2,15.2,1.1,DOST PH
dost-719,Tabo,N/A,110,0.4,26.7,0.2,DOST PH
dost-720,Beef blood,Baka dugo,90,20.6,0.5,0.6,DOST PH
dost-721,"Beef blood, bbq","Baka dugo, bbq/&#34;rambo&#34;",93,19.7,1.1,1.1,DOST PH
dost-722,Beef brain,Baka utak,127,10.3,0.3,9.4,DOST PH
dost-723,"Beef brain, boiled","Baka utak, nilaga",155,12.2,1.2,11.3,DOST PH
dost-724,Beef brisket,Baka punta y pecho,211,18.2,0,15.4,DOST PH
dost-725,Beef chuck,Baka paypay,171,19,0,10.5,DOST PH
dost-726,"Beef chuck, lean, boiled","Baka paypay, laman, nilaga",109,11.4,10.4,2.4,DOST PH
dost-727,Beef club steak,"Baka tagiliran, unahan",104,23.1,0,1.3,DOST PH
dost-728,Beef flank,Baka camto,231,19.4,0,17,DOST PH
dost-729,Beef head,Baka ulo,139,25,0.4,4.2,DOST PH
dost-730,Beef heart,Baka puso,139,18.8,1.9,6.2,DOST PH
dost-731,"Beef intestine, large",Baka bitukang malaki,103,5,2.6,8.1,DOST PH
dost-732,"Beef intestine, small",Baka bitukang maliit,109,16.4,1.4,4.2,DOST PH
dost-733,Beef kidney,Baka bato,89,16.2,1.1,2.2,DOST PH
dost-734,Beef lean meat,Baka laman,134,23.1,0,4.6,DOST PH
dost-735,"Beef lean meat, boiled","Baka laman, nilaga",146,25.3,0,5,DOST PH
dost-736,"Beef lean meat, broiled","Baka laman, inihaw",149,30.4,0,3,DOST PH
dost-737,"Beef lean meat, fried","Baka laman, prito",183,30.2,0,6.9,DOST PH
dost-738,Beef liver,Baka atay,144,20.6,8.3,3.2,DOST PH
dost-739,"Beef liver, boiled","Baka atay, nilaga",154,25.5,4,4,DOST PH
dost-740,Beef lung,Baka baga,98,17.2,3.2,1.8,DOST PH
dost-741,Beef mammary,Baka sinuso,550,6.6,6.2,55.4,DOST PH
dost-742,Beef omasum,Baka librilyo,95,15.1,0,3.8,DOST PH
dost-743,"Beef omasum, boiled","Baka librilyo, nilaga",93,14.8,0,3.7,DOST PH
dost-744,Beef plate,Baka tadyang,203,18.2,0,14.5,DOST PH
dost-745,Beef porterhouse steak,"Baka tagiliran, gitna",105,23.4,0,1.3,DOST PH
dost-746,Beef reticulum,Baka mansanilya,170,13.9,1.4,12.1,DOST PH
dost-747,"Beef reticulum, boiled","Baka mansanilya, nilaga",167,11.5,0,13.4,DOST PH
dost-748,Beef rib roast,Baka kadera,314,15.1,0,28.2,DOST PH
dost-749,Beef round,Baka pierna corta at pierna larga,139,20.7,0,6.2,DOST PH
dost-750,"Beef round, boiled","Baka pierna corta at pierna larga, nilaga",106,19.2,0,3.2,DOST PH
dost-751,"Beef round, broiled","Baka pierna corta at pierna larga, inihaw",132,21.4,0,5.1,DOST PH
dost-752,"Beef round, fried","Baka pierna corta at pierna larga, prito",140,21.1,0,6.2,DOST PH
dost-753,Beef rump,Baka tapadera,104,20.7,0,2.4,DOST PH
dost-754,Beef shank,Baka kenchi,115,21.5,0,3.2,DOST PH
dost-755,"Beef shank, boiled","Baka kenchi, nilaga",92,19.5,0,1.5,DOST PH
dost-756,Beef short rib,Baka tadyang,248,20.2,0,18.6,DOST PH
dost-757,Beef sirloin,"Baka tagiliran, hulihan",132,20.5,0,5.6,DOST PH
dost-758,"Beef sirloin, boiled","Baka tagiliran, hulihan, nilaga",106,18.3,0,3.6,DOST PH
dost-759,"Beef sirloin, broiled","Baka tagiliran, hulihan, inihaw",138,22.2,0,5.5,DOST PH
dost-760,"Beef sirloin, fried","Baka tagiliran, hulihan, prito",152,23.5,0,6.4,DOST PH
dost-761,Beef spleen,Baka lapay,95,18.2,1,2,DOST PH
dost-762,"Beef spleen, boiled","Baka lapay, nilaga",85,16.4,0,2.2,DOST PH
dost-763,Beef stomach,Baka sikmura,119,17.6,0.2,5.3,DOST PH
dost-764,Beef tail,Baka buntot,360,15.8,0,33,DOST PH
dost-765,Beef tenderloin,Baka solomilyo,128,22.8,0,4.1,DOST PH
dost-766,Beef tongue,Baka dila,214,14.8,4.4,15.2,DOST PH
dost-767,"Beef tongue, boiled","Baka dila, nilaga",227,11.4,18.3,12,DOST PH
dost-768,Beef tripe,Baka goto,102,11,1.4,5.8,DOST PH
dost-769,"Beef tripe, boiled","Baka goto, nilaga",94,10.3,1.5,5.2,DOST PH
dost-770,Beef uterus,Baka bahay guya,88,15.8,3.5,1.2,DOST PH
dost-771,Carabeef blood,Kalabaw dugo,75,18.6,0.2,0,DOST PH
dost-772,Carabeef brain,Kalabaw utak,136,9.4,1.9,10.1,DOST PH
dost-773,Carabeef chuck,Kalabaw paypay,100,18.6,0,2.8,DOST PH
dost-774,Carabeef heart,Kalabaw puso,114,17.4,0.7,4.6,DOST PH
dost-775,"Carabeef intestine, large",Kalabaw bitukang malaki,165,9.3,5.2,11.9,DOST PH
dost-776,"Carabeef intestine, small",Kalabaw bitukang maliit,148,10.4,4.7,9.7,DOST PH
dost-777,Carabeef kidney,Kalabaw bato,77,14,1.1,1.8,DOST PH
dost-778,Carabeef lean meat,Kalabaw laman,90,20.6,0,0.8,DOST PH
dost-779,"Carabeef lean meat, boiled","Kalabaw laman, nilaga",100,22.4,0,1.2,DOST PH
dost-780,Carabeef liver,Kalabaw atay,108,15.5,7.6,1.7,DOST PH
dost-781,Carabeef lung,Kalabaw baga,87,18.6,0,1.4,DOST PH
dost-782,Carabeef omasum,Kalabaw librilyo,37,8.7,0.1,0.2,DOST PH
dost-783,Carabeef reticulum,Kalabaw mansanilya,119,11.2,2.9,6.9,DOST PH
dost-784,Carabeef round,Kalabaw hita,94,20.4,0,1.4,DOST PH
dost-785,Carabeef round steak,Kalabaw pierna corta at pierna larga,100,21.4,0,1.6,DOST PH
dost-786,Carabeef rump,Kalabaw tapadera,85,19.3,0,0.9,DOST PH
dost-787,Carabeef shank,Kalabaw kenchi,102,20.2,0,2.4,DOST PH
dost-788,Carabeef spleen,Kalabaw lapay,98,21.2,0,1.5,DOST PH
dost-789,Carabeef stomach,Kalabaw sikmura,81,18.7,0,0.7,DOST PH
dost-790,Carabeef w/ fat,"Kalabaw laman, may taba",119,21.8,0,3.6,DOST PH
dost-791,"Carabeef w/ fat, boiled","Kalabaw laman, may taba, nilaga",147,26.9,0,4.4,DOST PH
dost-792,Chevon back,Kambing likod,96,20.4,0,1.6,DOST PH
dost-793,Chevon breast,Kambing dibdib,82,17.7,0,1.2,DOST PH
dost-794,Chevon flank,Kambing tiyan,149,16.6,0,9.2,DOST PH
dost-795,Chevon heart,Kambing puso,125,17.1,0.8,5.9,DOST PH
dost-796,"Chevon intestine, small",Kambing bitukang maliit,71,10.2,0,3.4,DOST PH
dost-797,Chevon kidney,Kambing bato,97,15.9,0.4,3.5,DOST PH
dost-798,Chevon leg,Kambing hita at binti,72,17,0,0.4,DOST PH
dost-799,Chevon liver,Kambing atay,129,22.1,2.6,3.4,DOST PH
dost-800,Chevon loin,Kambing lomo,95,22.3,0,0.6,DOST PH
dost-801,Chevon lung,Kambing baga,93,17,1.6,2.1,DOST PH
dost-802,Chevon neck,Kambing leeg,121,23.3,0,3.1,DOST PH
dost-803,Chevon rib,Kambing tadyang,90,19.9,0,1.2,DOST PH
dost-804,Chevon shank,Kambing biyas,89,19.8,0,1.1,DOST PH
dost-805,Chevon shoulder,Kambing balikat,90,17.4,0,2.3,DOST PH
dost-806,Chevon stomach,Kambing sikmura,57,9.8,1.9,1.1,DOST PH
dost-807,"Chick, one-day old, fried",N/A,237,25.3,1.2,14.6,DOST PH
dost-808,Chicken back,Manok likod,207,17.4,0,15.3,DOST PH
dost-809,Chicken blood,Manok dugo,59,13.9,0.5,0.1,DOST PH
dost-810,Chicken breast,Manok pitso,131,21.6,0,5,DOST PH
dost-811,Chicken feet,Manok paa,187,24.7,0,9.8,DOST PH
dost-812,"Chicken feet, bbq","Manok paa, bbq/&#34;adidas&#34;",229,26.9,3.6,11.9,DOST PH
dost-813,Chicken gizzard,Manok balun-balunan,106,21.8,2.5,1,DOST PH
dost-814,Chicken head,Manok ulo,129,13.1,0.8,8.2,DOST PH
dost-815,"Chicken head, bbq","Manok ulo, bbq/&#34;helmet&#34;",220,20.5,1.3,14.7,DOST PH
dost-816,Chicken heart,Manok puso,197,11.6,1.9,15.9,DOST PH
dost-817,Chicken intestine,Manok bituka,155,13,0,11.4,DOST PH
dost-818,"Chicken intestine, bbq","Manok bituka, bbq/""IUD""/Isaw manok",210,28.2,3,9.6,DOST PH
dost-819,Chicken leg/drumstick,Manok binti,204,17.1,0,15.1,DOST PH
dost-820,Chicken liver,Manok atay,124,18.1,4,3.9,DOST PH
dost-821,Chicken neck,Manok leeg,314,14.1,0,28.6,DOST PH
dost-822,"Chicken pullet, breast","Manok dumalaga, pitso",103,19.6,0,2.7,DOST PH
dost-823,"Chicken pullet, thigh","Manok dumalaga, hita",103,19.6,0,2.7,DOST PH
dost-824,Chicken thigh,Manok hita,149,19.8,0,7.7,DOST PH
dost-825,Chicken thigh & leg,Manok hita at binti,187,17.6,0,13,DOST PH
dost-826,Chicken wing,Manok pakpak,194,18.9,0,13.2,DOST PH
dost-827,Chicken white meat,Manok laman,110,20.6,0,3.1,DOST PH
dost-828,"Chicken, white meat, boiled","Manok laman, nilaga",173,32.9,0,4.6,DOST PH
dost-829,"Chicken, white meat, fried","Manok laman, prito",226,40.3,0,7.2,DOST PH
dost-830,"Chicken, whole",Manok buo,215,17.4,0,16.2,DOST PH
dost-831,Duck back,Pato likod,191,22.6,0,11.2,DOST PH
dost-832,Duck blood,Pato dugo,62,10.7,4.5,0.1,DOST PH
dost-833,Duck breast,Pato pitso,157,22.8,0,7.3,DOST PH
dost-834,Duck gizzard,Pato balun-balunan,108,22.1,0,2.2,DOST PH
dost-835,Duck liver,Pato atay,116,15.6,4.9,3.8,DOST PH
dost-836,Duck thigh,Pato hita,171,20.5,0,9.9,DOST PH
dost-837,Duck wing,Pato pakpak,144,24.4,0,5.2,DOST PH
dost-838,"Duck, wild, breast",Baliwis pitso,85,19.9,0,0.6,DOST PH
dost-839,"Duck, wild, thigh",Baliwis hita,85,19.5,0,0.8,DOST PH
dost-840,Frog meat,Palaka laman,89,20.9,0,0.6,DOST PH
dost-841,Goose breast,Gansa dibdib,122,23.4,0,3.2,DOST PH
dost-842,Goose thigh,Gansa hita,127,23,0,3.9,DOST PH
dost-843,Lamb flank,Tupa tiyan,149,16.6,0,9.2,DOST PH
dost-844,Lamb foreshank,"Tupa biyas, harapan",135,19.9,0,6.1,DOST PH
dost-845,Lamb hind shank,"Tupa biyas, likod",124,20.6,0,4.6,DOST PH
dost-846,Lamb liver,Tupa atay,136,21.8,3.1,4,DOST PH
dost-847,Lamb loin,Tupa lomo,123,20.2,0,4.7,DOST PH
dost-848,Lamb lung,Tupa baga,95,17.3,2.5,1.7,DOST PH
dost-849,Lamb neck,Tupa leeg,141,18.9,0,7.3,DOST PH
dost-850,Lamb riblet,Tupa tadyang,157,16.9,0,9.9,DOST PH
dost-851,Lamb roast/back,Tupa likod,129,19.2,0,5.8,DOST PH
dost-852,Lamb shoulder,Tupa balikat,134,16.1,0,7.7,DOST PH
dost-853,Moor hen breast,Ulok pitso,147,21.4,0,6.8,DOST PH
dost-854,Moor hen gizzard,Ulok balun-balunan,113,22.5,2.2,1.6,DOST PH
dost-855,Moor hen liver,Ulok atay,130,18,6.5,3.5,DOST PH
dost-856,Moor hen thigh,Ulok hita,134,20.1,0,5.9,DOST PH
dost-857,Pigeon breast,Kalapati pitso,207,17.1,0,15.4,DOST PH
dost-858,Pigeon thigh,Kalapati hita,239,14.6,0,20.1,DOST PH
dost-859,"Pigeon, squab/young meat",Kalapati pitson,154,17,0,9.5,DOST PH
dost-860,Pork back fat,Baboy taba sa likod,513,11.6,0,51.8,DOST PH
dost-861,Pork belly,Baboy liempo,393,14.5,0,37.2,DOST PH
dost-862,"Pork belly, broiled","Baboy liempo, inihaw",213,14,0,17.4,DOST PH
dost-863,"Pork belly, fried","Baboy liempo, prito",245,12.3,0,21.8,DOST PH
dost-864,"Pork belly, boiled","Baboy liempo, nilaga",444,13,0,43.6,DOST PH
dost-865,Pork blood,Baboy dugo,55,11.6,2.1,0,DOST PH
dost-866,Pork Boston butt,Baboy paypay,329,14.3,0,30.2,DOST PH
dost-867,"Pork Boston butt, boiled","Baboy paypay, nilaga",346,10.1,0,33.9,DOST PH
dost-868,"Pork Boston butt, broiled","Baboy paypay, inihaw",203,13.9,0,16.4,DOST PH
dost-869,"Pork Boston butt, fried","Baboy paypay, prito",239,14.2,0,20.2,DOST PH
dost-870,"Pork Boston butt, lean","Baboy paypay, laman",278,17.3,0,23.2,DOST PH
dost-871,"Pork Boston butt, lean, boiled","Baboy paypay, laman, nilaga",212,15.6,0,16.6,DOST PH
dost-872,"Pork Boston butt, lean, broiled","Baboy paypay, laman, inihaw",154,22.3,0,7.2,DOST PH
dost-873,"Pork Boston butt, lean, fried","Baboy paypay, laman, prito",136,20.5,0,6,DOST PH
dost-874,Pork center loin,"Baboy tagiliran, laman",519,12.5,0,52.1,DOST PH
dost-875,Pork chop,Baboy kostillas,390,14.5,0,36.9,DOST PH
dost-876,Pork ear,Baboy tenga,385,11.8,1.3,36.9,DOST PH
dost-877,"Pork ear, bbq","Baboy tenga, bbq/",350,23.8,5.4,25.9,DOST PH
dost-878,Pork ham,Baboy pigi/pigue,298,16.3,0.1,25.8,DOST PH
dost-879,Pork head,Baboy ulo,326,14.4,2.3,28.8,DOST PH
dost-880,Pork heart,Baboy puso,116,16.4,0.6,5.3,DOST PH
dost-881,"Pork intestine, large",Baboy bitukang malaki,81,9.6,5.6,2.2,DOST PH
dost-882,"Pork intestine, small",Baboy bitukang maliit,71,12.6,0,2.3,DOST PH
dost-883,"Pork intestine, small, bbq","Baboy bitukang maliit, bbq/Isaw baboy",318,20.6,3,24.8,DOST PH
dost-884,Pork kidney,Baboy bato,105,14.4,3.1,3.9,DOST PH
dost-885,"Pork kidney, boiled","Baboy bato, nilaga",106,13.9,5.3,3.2,DOST PH
dost-886,Pork leg,Baboy pata,203,20.2,0,13.6,DOST PH
dost-887,Pork liver,Baboy atay,119,18,5.5,2.8,DOST PH
dost-888,"Pork liver, boiled","Baboy atay, nilaga",170,17.8,16.9,3.5,DOST PH
dost-889,"Pork liver, broiled","Baboy atay, inihaw",180,19.8,15.4,4.4,DOST PH
dost-890,"Pork liver, fried","Baboy atay, prito",197,19.9,17.1,5.4,DOST PH
dost-891,Pork lung,Baboy baga,73,12.2,2,1.8,DOST PH
dost-892,Pork picnic,Baboy kasim,387,13.4,0,37,DOST PH
dost-893,"Pork picnic, boiled","Baboy kasim, nilaga",368,14.8,0,34.3,DOST PH
dost-894,Pork skin,Baboy balat,319,19.8,0,26.6,DOST PH
dost-895,Pork spare rib,Baboy tadyang,293,14.6,0,26.1,DOST PH
dost-896,Pork spleen,Baboy lapay,87,16.1,0,2.5,DOST PH
dost-897,"Pork spleen, boiled","Baboy lapay, nilaga",94,15.2,0,3.7,DOST PH
dost-898,Pork stomach,Baboy sikmura,121,13.1,2.6,6.5,DOST PH
dost-899,Pork tail,Baboy buntot,477,15.4,0,46.1,DOST PH
dost-900,Pork tenderloin,Baboy lomo,237,16.7,0,18.9,DOST PH
dost-901,Pork tongue,Baboy dila,241,14.8,0.1,20.2,DOST PH
dost-902,Pork uterus,Baboy bahay-guya,77,15.4,0,1.7,DOST PH
dost-903,"Pork, suckling, belly","Baboy litsunin, liempo",174,18.3,0,11.2,DOST PH
dost-904,"Pork, suckling, blood","Baboy litsunin, dugo",56,11.5,2.6,0,DOST PH
dost-905,"Pork, suckling, brain","Baboy litsunin, utak",129,10.2,0.2,9.7,DOST PH
dost-906,"Pork, suckling, heart","Baboy litsunin, puso",125,16.3,0,6.6,DOST PH
dost-907,"Pork, suckling, intestine, large","Baboy litsunin, bitukang malaki",87,9.1,6.9,2.5,DOST PH
dost-908,"Pork, suckling, intestine, small","Baboy litsunin, bitukang maliit",61,12.5,0.6,0.9,DOST PH
dost-909,"Pork, suckling, kidney","Baboy litsunin, bato",95,15.9,0.3,3.4,DOST PH
dost-910,"Pork, suckling, leg","Baboy litsunin, pata",128,19.9,0,5.4,DOST PH
dost-911,"Pork, suckling, liver","Baboy litsunin, atay",116,16,6.6,2.8,DOST PH
dost-912,"Pork, suckling, lung","Baboy litsunin, baga",87,15.8,0.6,2.4,DOST PH
dost-913,"Pork, suckling, spare rib","Baboy litsunin, tadyang",168,17,0,11.1,DOST PH
dost-914,"Pork, suckling, spleen","Baboy litsunin, lapay",105,15.6,1.3,4.2,DOST PH
dost-915,"Pork, suckling, stomach","Baboy litsunin, sikmura",95,14.3,0,4.2,DOST PH
dost-916,Quail meat,Pugo laman,154,21.1,0,7.7,DOST PH
dost-917,Rabbit liver,Kuneho atay,111,15.4,6.6,2.5,DOST PH
dost-918,Rabbit thigh,Kuneho hita,94,18.6,0,2.2,DOST PH
dost-919,Rabbit white meat,Kuneho laman,94,18.2,0,2.4,DOST PH
dost-920,Snipe lean meat,Agatsona laman,113,21,0,3.2,DOST PH
dost-921,Turkey breast,Pabo pitso,100,24.1,0,0.4,DOST PH
dost-922,Turkey liver,Pabo atay,124,19.2,2.9,3.9,DOST PH
dost-923,Turkey thigh,Pabo hita,100,20.3,0,2.1,DOST PH
dost-924,Venison rib,Usa tadyang,89,21.9,0,0.1,DOST PH
dost-925,Venison thigh,Usa hita,89,21.9,0,0.2,DOST PH
dost-926,Bacon,-,603,11.1,8.4,58.3,DOST PH
dost-927,"Beef chunk, cnd",N/A,252,14.7,7,18.3,DOST PH
dost-928,Beef jerky,"Tapa, baka",102,13.8,3.7,3.6,DOST PH
dost-929,Beef spread,N/A,227,14.6,9.6,14.5,DOST PH
dost-930,"Beef, sweet cured","Tocino, baka",80,18.1,0,0.8,DOST PH
dost-931,Carabeef jerky,"Tapa, kalabaw",220,51.7,0,1.5,DOST PH
dost-932,Chicken liver spread,N/A,211,8.4,9.8,15.4,DOST PH
dost-933,Chicken meat ball,N/A,147,9.8,16.1,4.8,DOST PH
dost-934,Chicken nugget,N/A,220,15.5,14.3,11.2,DOST PH
dost-935,"Sausage, chicken","Longanisa, manok",185,10.7,11.3,10.8,DOST PH
dost-936,Chicken spread,N/A,211,10.4,9.6,14.5,DOST PH
dost-937,Corned beef loaf,N/A,227,13.3,3.1,17.9,DOST PH
